utterance,category,intent
"i havent got an account, what can i do to create one?",ACCOUNT,create_account
can i create two profiles with a single email?,ACCOUNT,create_account
can I register several user accounts with the same email?,ACCOUNT,create_account
"I don't have a user account, what should I do?",ACCOUNT,create_account
where to oopen a user account,ACCOUNT,create_account
"I have no user account, how can I open one?",ACCOUNT,create_account
"I've got no user account, can you create one?",ACCOUNT,create_account
"I need an online account, what can I do to open one?",ACCOUNT,create_account
I want to know if I can create several profiles with a single email,ACCOUNT,create_account
tell me if I can register several accounts with a single email address,ACCOUNT,create_account
"I want an online account, what should I do to open one?",ACCOUNT,create_account
i dont have an account and i want to create one,ACCOUNT,create_account
can u ask an agent if i can create a profile?,ACCOUNT,create_account
can you tell me if I can own more than one user account?,ACCOUNT,create_account
"I need an online account, I need help opening one",ACCOUNT,create_account
where do I create a user account?,ACCOUNT,create_account
can I register seveal profiles with the same email?,ACCOUNT,create_account
"I haven't got anonline account, register",ACCOUNT,create_account
"i have no account, how can i create one ?",ACCOUNT,create_account
i want to know if i can create more than one user account with the same email,ACCOUNT,create_account
"i dont have a user account, i need help registering, please",ACCOUNT,create_account
"I don't have a profile, how can I create one?",ACCOUNT,create_account
can you tell me if I can create two accounts with a single email address?,ACCOUNT,create_account
tell me if I can create several user accounts with a single email,ACCOUNT,create_account
"I have no user account, register",ACCOUNT,create_account
tell me if I can register two accounts with the same email,ACCOUNT,create_account
I've got no account and I want to open one,ACCOUNT,create_account
"I have no profile, can I create one?",ACCOUNT,create_account
can you tell me if i can create two profiles with the same email?,ACCOUNT,create_account
"i want a fucking user account, how can i create one?",ACCOUNT,create_account
can I register two online accounts with a single email address?,ACCOUNT,create_account
"I'd like to create a fucking profile, what should I do?",ACCOUNT,create_account
can I register several fucking user accounts with the same email?,ACCOUNT,create_account
"I need a user account, what do I have to do?",ACCOUNT,create_account
"I want to open a user account, what should I do?",ACCOUNT,create_account
can you tell me if I can create two online accounts with the same email address?,ACCOUNT,create_account
"please, can you ask an agent where I can create a account?",ACCOUNT,create_account
can i create several accounts with the same email address?,ACCOUNT,create_account
"i need an online account , what do i have to do to create one?",ACCOUNT,create_account
I want an account and I want to open one,ACCOUNT,create_account
"please, i want to know if i could create two fucking online accounts with the same email address",ACCOUNT,create_account
i wanna know if i can create several fucking user accounts with a single email address,ACCOUNT,create_account
"i haevnt got an account, what should i do to open one?",ACCOUNT,create_account
"could you tell me if i can register more than one account with the same email address, please?",ACCOUNT,create_account
can i create an online account?,ACCOUNT,create_account
i want to know if i can create several profiles with a single email,ACCOUNT,create_account
can you tell me if I can have more than one user account?,ACCOUNT,create_account
"I have no online account, I need help opening one",ACCOUNT,create_account
I have no account and I want to open one,ACCOUNT,create_account
"I've got no account, open one",ACCOUNT,create_account
"I have no user account, what should I do to open one?",ACCOUNT,create_account
"i have no online account, what should i do?",ACCOUNT,create_account
I want to know if I can register several accounts with the same email address,ACCOUNT,create_account
can you tell me if I can register several user accounts with the same email address?,ACCOUNT,create_account
"i dont have a user account, help me register",ACCOUNT,create_account
I want to know if I can register more than one account with the same email address,ACCOUNT,create_account
"please, could you tell me if i could register several fucking online accounts with the same email address?",ACCOUNT,create_account
can you  tell me if I can register more than one online accoun with the same email?,ACCOUNT,create_account
"I want a profile, what can I do to create one?",ACCOUNT,create_account
"I've got no account, can you open one?",ACCOUNT,create_account
can you tell me if I can create more than one online account with the same email?,ACCOUNT,create_account
tell me if I can have sevwral use accounts,ACCOUNT,create_account
